id,name,category_id,created_at,updated_at
13368,"Syracuse Crunch",1,1970-01-01T00:00:00Z,2025-11-24T07:57:07Z
29391,"Wrexham AFC",1,2025-08-14T17:47:59Z,2025-11-24T07:57:03Z
17955,"Hull City AFC",1,1970-01-01T00:00:00Z,2025-11-24T07:57:04Z
23011,"CD Santa Clara",1,2024-12-30T15:42:46Z,2025-11-24T07:57:03Z
29377,"FC Volendam",1,2025-08-07T13:17:16Z,2025-11-24T07:57:06Z
30877,"AEK Athens",1,2025-11-13T14:34:30Z,2025-11-24T07:57:09Z
13230,"Tennessee Volunteers Football",1,1970-01-01T00:00:00Z,2025-11-24T07:57:05Z
407,"Leicester City FC",1,1970-01-01T00:00:00Z,2025-11-24T07:57:08Z
29469,"Bob Vylan",1,1970-01-01T00:00:00Z,2025-11-24T07:57:07Z
30847,"Paris FC",1,2025-11-13T08:51:54Z,2025-11-24T07:57:08Z
15468,"FC Twente",1,1970-01-01T00:00:00Z,2025-11-24T07:57:05Z
12954,"San Diego Gulls",1,1970-01-01T00:00:00Z,2025-11-24T07:57:06Z
538,"Olympique Lyonnais",1,1970-01-01T00:00:00Z,2025-11-24T07:57:01Z
29378,"Fortuna Sittard",1,2025-08-07T13:17:58Z,2025-11-24T07:57:02Z
24889,"Go Ahead Eagles",1,1970-01-01T00:00:00Z,2025-11-24T07:57:03Z
8391,"Pittsburgh Panthers Football",1,2024-12-03T01:04:08Z,2025-11-24T07:57:04Z
13925,"Club World Cup 2025 - Round of 16",1,1970-01-01T00:00:00Z,2025-11-24T08:00:44Z
483,"Montpellier HSC",1,2024-07-01T11:26:58Z,2025-11-24T08:00:43Z
27,"Semifinals Euro 2024",1,2024-04-25T13:59:04Z,2025-11-24T08:00:54Z
465,"Mexico World Cup 2026",1,1970-01-01T00:00:00Z,2025-11-24T08:00:36Z
29544,"Professional Fighters League",1,2025-10-29T16:11:14Z,2025-11-24T08:00:36Z
28669,"Moto GP: Valencia Grand Prix",1,1970-01-01T00:00:00Z,2025-11-24T08:00:53Z
15530,"Hibernian FC",1,2024-12-30T12:45:29Z,2025-11-24T08:00:53Z
2517,"Henderson Silver Knights",1,1970-01-01T00:00:00Z,2025-11-24T08:00:42Z
13755,"Texas Stars",1,1970-01-01T00:00:00Z,2025-11-24T08:00:42Z
30901,"US Montalbanaise",1,2025-11-13T14:59:20Z,2025-11-24T08:00:51Z
4,"Scotland World Cup 2026",1,2024-04-23T14:28:50Z,2025-11-24T08:00:51Z
30891,"Castres Olympique",1,2025-11-13T14:54:11Z,2025-11-24T07:57:45Z
28712,"Womens Euro - Final",1,1970-01-01T00:00:00Z,2025-11-24T07:57:46Z
29540,"NIT Season Tip-Off",1,2025-10-29T16:05:39Z,2025-11-24T07:57:47Z
11977,"Mamelodi Sundowns FC",1,1970-01-01T00:00:00Z,2025-11-24T07:57:47Z
15019,"NAC Breda",1,1970-01-01T00:00:00Z,2025-11-24T07:57:49Z
30884,"Breidablik",1,2025-11-13T14:43:57Z,2025-11-24T07:57:49Z
29571,"Copa America 2028",1,2025-10-29T17:59:16Z,2025-11-24T07:57:48Z
20406,"Formula 1: Hungarian Grand Prix",1,1970-01-01T00:00:00Z,2025-11-24T07:57:51Z
28704,"Switzerland Womens National Soccer Team",1,1970-01-01T00:00:00Z,2025-11-24T07:57:52Z
30892,"LOU Rugby",1,2025-11-13T14:54:34Z,2025-11-24T08:00:41Z
28658,"Moto GP: Italian Grand Prix",1,1970-01-01T00:00:00Z,2025-11-24T07:57:41Z
26088,"Florida International Panthers Football",1,2025-01-02T12:41:08Z,2025-11-24T08:00:50Z
128,"Brazil World Cup 2026",1,1970-01-01T00:00:00Z,2025-11-24T07:57:41Z
8937,"SMU Mustangs Football",1,1970-01-01T00:00:00Z,2025-11-24T08:00:50Z
13929,"Texas Longhorns Football",1,1970-01-01T00:00:00Z,2025-11-24T08:00:49Z
29446,"Jordan World Cup 2026",1,1970-01-01T00:00:00Z,2025-11-24T07:57:40Z
23,"Portugal World Cup 2026",1,2024-04-23T14:48:57Z,2025-11-24T08:00:35Z
167,"Chicago Sky",1,2024-07-01T11:26:58Z,2025-11-24T08:00:33Z
568,"Philadelphia Union",1,1970-01-01T00:00:00Z,2025-11-24T07:57:40Z
28514,"Formula 1 Italian Grand Prix (Monza) 2025",1,1970-01-01T00:00:00Z,2025-11-24T08:00:35Z
657,"Southampton FC",1,1970-01-01T00:00:00Z,2025-11-24T08:01:06Z
28305,"Northwestern Wildcats Football",1,2025-01-02T12:52:20Z,2025-11-24T08:00:49Z
10,"Slovenia",1,2024-04-23T14:44:09Z,2025-11-24T08:01:06Z
8245,"Bahrain Grand Prix",1,1970-01-01T00:00:00Z,2025-11-24T08:00:40Z
28548,"New Zeland Rugby",1,1970-01-01T00:00:00Z,2025-11-24T08:01:06Z
29521,"Dubai Duty Free Tennis Championships",1,2025-10-29T15:44:56Z,2025-11-24T08:01:06Z
29376,"SBV Excelsior",1,2025-08-07T13:15:01Z,2025-11-24T08:01:05Z
664,"St. Louis City SC",1,1970-01-01T00:00:00Z,2025-11-24T08:01:05Z
29453,"Senegal World Cup 2026",1,1970-01-01T00:00:00Z,2025-11-24T08:01:05Z
11963,"River Plate",1,1970-01-01T00:00:00Z,2025-11-24T08:00:39Z
11970,"Flamengo",1,1970-01-01T00:00:00Z,2025-11-24T08:01:05Z
1838,"CD Leganes",1,1970-01-01T00:00:00Z,2025-11-24T08:01:05Z
28556,"Arminia Bielefeld",1,2025-04-29T08:31:38Z,2025-11-24T08:00:48Z
509,"New York City FC",1,1970-01-01T00:00:00Z,2025-11-24T08:01:04Z
28714,"Sweden Womens National Soccer Team",1,1970-01-01T00:00:00Z,2025-11-24T08:01:04Z
28597,"WWE Live",1,2025-05-29T13:04:26Z,2025-11-24T08:01:04Z
658,"Sporting Kansas City",1,1970-01-01T00:00:00Z,2025-11-24T08:01:04Z
29819,"Winter Games 2026",1,2025-11-03T16:34:37Z,2025-11-24T07:57:58Z
13931,"NCAA College Football Quarter-finals",1,1970-01-01T00:00:00Z,2025-11-24T08:01:03Z
29383,"Brann",1,1970-01-01T00:00:00Z,2025-11-24T08:00:46Z
3,"Germany World Cup 2026",1,2024-04-23T14:10:15Z,2025-11-24T07:58:09Z
1830,"Sweden National Football Team",1,1970-01-01T00:00:00Z,2025-11-24T08:01:03Z
19218,"Saudi Arabian Grand Prix",1,1970-01-01T00:00:00Z,2025-11-24T08:01:03Z
599,"Real Salt Lake",1,1970-01-01T00:00:00Z,2025-11-24T07:58:09Z
28547,"USA Rugby",1,1970-01-01T00:00:00Z,2025-11-24T08:01:03Z
29819,"Winter Games 2026",1,2025-11-03T16:34:37Z,2025-11-24T07:57:58Z
13204,"Fiesta Bowl",1,1970-01-01T00:00:00Z,2025-11-24T07:58:09Z
28523,"Molde FK",1,2025-02-27T17:47:27Z,2025-11-24T07:58:13Z
1830,"Sweden National Football Team",1,1970-01-01T00:00:00Z,2025-11-24T08:01:03Z
13931,"NCAA College Football Quarter-finals",1,1970-01-01T00:00:00Z,2025-11-24T08:01:03Z
29383,"Brann",1,1970-01-01T00:00:00Z,2025-11-24T08:00:46Z
13516,"London Knights",1,2024-12-18T10:00:40Z,2025-11-24T07:58:11Z
3,"Germany World Cup 2026",1,2024-04-23T14:10:15Z,2025-11-24T07:58:09Z
19218,"Saudi Arabian Grand Prix",1,1970-01-01T00:00:00Z,2025-11-24T08:01:03Z
29461,"Morocco World Cup 2026",1,1970-01-01T00:00:00Z,2025-11-24T07:58:17Z
28547,"USA Rugby",1,1970-01-01T00:00:00Z,2025-11-24T08:01:03Z
29374,"PEC Zwolle",1,2025-08-07T13:13:10Z,2025-11-24T07:57:26Z
3,"Germany World Cup 2026",1,2024-04-23T14:10:15Z,2025-11-24T07:58:09Z
19218,"Saudi Arabian Grand Prix",1,1970-01-01T00:00:00Z,2025-11-24T08:01:03Z
28547,"USA Rugby",1,1970-01-01T00:00:00Z,2025-11-24T08:01:03Z
28534,"Fenerbahçe SK",1,1970-01-01T00:00:00Z,2025-11-24T07:57:42Z
11,"Denmark World Cup 2026",1,2024-04-23T14:44:37Z,2025-11-24T07:58:14Z
28511,"Champions League Semifinal",1,1970-01-01T00:00:00Z,2025-11-24T07:58:16Z
14052,"USA World Cup 2026",1,1970-01-01T00:00:00Z,2025-11-24T07:58:16Z
30846,"FC Metz",1,2025-11-13T08:51:17Z,2025-11-24T07:58:18Z
13930,"Georgia Bulldogs Football",1,2024-12-19T11:54:15Z,2025-11-24T07:58:18Z
28703,"Addison Rae",1,1970-01-01T00:00:00Z,2025-11-24T07:58:12Z
28660,"Moto GP: German Grand Prix",1,1970-01-01T00:00:00Z,2025-11-24T07:58:12Z
351,"Indiana Fever",1,1970-01-01T00:00:00Z,2025-11-24T07:58:12Z
496,"Nashville SC",1,1970-01-01T00:00:00Z,2025-11-24T07:58:19Z
220,"DC United",1,1970-01-01T00:00:00Z,2025-11-24T07:58:19Z
30861,"Mirassol",1,2025-11-13T09:02:42Z,2025-11-24T07:58:19Z
431,"Los Angeles FC",1,1970-01-01T00:00:00Z,2025-11-24T07:58:20Z
157,"Charlotte FC",1,1970-01-01T00:00:00Z,2025-11-24T07:58:21Z
28706,"France Womens National Football Team",1,1970-01-01T00:00:00Z,2025-11-24T07:58:21Z
17,"Belgium World Cup 2026",1,1970-01-01T00:00:00Z,2025-11-24T07:58:43Z
783,"Vancouver Whitecaps FC",1,1970-01-01T00:00:00Z,2025-11-24T07:58:22Z
13049,"Milwaukee Admirals",1,1970-01-01T00:00:00Z,2025-11-24T08:00:39Z
47,"AC Monza",1,2024-07-01T11:26:58Z,2025-11-24T08:00:48Z
787,"VfL Bochum",1,1970-01-01T00:00:00Z,2025-11-24T08:00:55Z
503,"New England Revolution",1,1970-01-01T00:00:00Z,2025-11-24T08:00:57Z
30888,"Hamrun Spartans",1,2025-11-13T14:47:02Z,2025-11-24T07:58:23Z
28510,"Champions League Final 2026",1,1970-01-01T00:00:00Z,2025-11-24T07:58:24Z
517,"New York Red Bulls",1,1970-01-01T00:00:00Z,2025-11-24T08:01:02Z
4270,"UFC Fight Night",1,2024-12-02T21:06:17Z,2025-11-24T08:01:18Z
7012,"Florida Everblades",1,2024-12-02T23:40:19Z,2025-11-24T08:01:18Z
29443,"South Korea World Cup 2026",1,1970-01-01T00:00:00Z,2025-11-24T08:01:23Z
28540,"NFL International Series",1,1970-01-01T00:00:00Z,2025-11-24T07:58:24Z
7631,"Sacramento River Cats",1,2024-12-02T23:55:10Z,2025-11-24T08:01:19Z
28014,"Rice Owls Football",1,2025-01-02T12:50:52Z,2025-11-24T08:01:23Z
8,"Italy World Cup 2026",1,1970-01-01T00:00:00Z,2025-11-24T07:58:25Z
22854,"Formula 1: Austrian Grand Prix",1,1970-01-01T00:00:00Z,2025-11-24T07:58:26Z
517,"New York Red Bulls",1,1970-01-01T00:00:00Z,2025-11-24T08:01:02Z
28675,"Daniel Dubois",1,2025-06-06T10:10:27Z,2025-11-24T07:58:28Z
27850,"Houston Cougars Football",1,2025-01-02T12:50:02Z,2025-11-24T08:01:20Z
28512,"Formula 1 Japanese Grand Prix",1,1970-01-01T00:00:00Z,2025-11-24T08:02:31Z
29412,"Ciryl Gane",1,2025-09-10T08:00:35Z,2025-11-24T07:58:31Z
517,"New York Red Bulls",1,1970-01-01T00:00:00Z,2025-11-24T08:01:02Z
28704,"Switzerland Womens National Soccer Team",1,1970-01-01T00:00:00Z,2025-11-24T07:57:52Z
28585,"NBA Draft",1,2025-05-29T08:35:03Z,2025-11-24T07:58:35Z
28662,"Moto GP: Austrian Grand Prix",1,1970-01-01T00:00:00Z,2025-11-24T07:58:36Z
13925,"Club World Cup 2025 - Round of 16",1,1970-01-01T00:00:00Z,2025-11-24T08:00:44Z
517,"New York Red Bulls",1,1970-01-01T00:00:00Z,2025-11-24T08:01:02Z
12349,"FC Shakhtar Donetsk",1,1970-01-01T00:00:00Z,2025-11-24T07:58:36Z
517,"New York Red Bulls",1,1970-01-01T00:00:00Z,2025-11-24T08:01:02Z
274,"FC Cincinnati",1,1970-01-01T00:00:00Z,2025-11-24T08:01:02Z
15520,"PFC Ludogorets Razgrad",1,1970-01-01T00:00:00Z,2025-11-24T07:58:07Z
76,"Arizona Coyotes",1,2024-07-01T11:26:58Z,2025-11-24T07:58:07Z
28567,"Final X",1,2025-05-29T08:24:16Z,2025-11-24T08:01:02Z
30875,"HŠK Zrinjski Mostar",1,2025-11-13T14:32:54Z,2025-11-24T08:00:45Z
30897,"Stade Francais Paris",1,2025-11-13T14:57:25Z,2025-11-24T08:00:45Z
30862,"Red Bull Bragantino",1,2025-11-13T09:03:14Z,2025-11-24T07:58:05Z
11954,"Penn State Nittany Lions Football",1,1970-01-01T00:00:00Z,2025-11-24T08:01:02Z
13932,"NCAA College Football Semifinals",1,1970-01-01T00:00:00Z,2025-11-24T07:58:05Z
11982,"Pachuca",1,1970-01-01T00:00:00Z,2025-11-24T07:58:04Z
28663,"Moto GP: Hungarian Grand Prix",1,1970-01-01T00:00:00Z,2025-11-24T07:58:04Z
287,"Formula 1: Miami Grand Prix",1,1970-01-01T00:00:00Z,2025-11-24T08:01:02Z
11953,"Notre Dame Fighting Irish Football",1,1970-01-01T00:00:00Z,2025-11-24T07:58:04Z
30890,"Aviron Bayonnais",1,2025-11-13T14:53:43Z,2025-11-24T08:00:45Z
11962,"FIFA Intercontinental Cup Final",1,2024-12-05T12:56:52Z,2025-11-24T08:00:33Z
29451,"Algeria World Cup 2026",1,1970-01-01T00:00:00Z,2025-11-24T07:58:03Z
29410,"Carlos Ulberg",1,2025-09-10T07:58:05Z,2025-11-24T07:58:02Z
28541,"Rolex Monte-Carlo Masters",1,1970-01-01T00:00:00Z,2025-11-24T07:58:01Z
29458,"Nigeria World Cup 2026",1,1970-01-01T00:00:00Z,2025-11-24T07:58:43Z
1862,"Real Valladolid CF",1,1970-01-01T00:00:00Z,2025-11-24T07:58:43Z
28536,"Chris Eubank Jr",1,2025-02-27T18:37:59Z,2025-11-24T07:58:45Z
7,"Croatia World Cup 2026",1,1970-01-01T00:00:00Z,2025-11-24T07:58:45Z
28657,"Moto GP: Aragon Grand Prix",1,1970-01-01T00:00:00Z,2025-11-24T07:58:46Z
28571,"Bea For Kids Champions Challenge",1,2025-05-29T08:26:38Z,2025-11-24T07:58:01Z
665,"Stade Brestois 29",1,2024-07-01T11:26:58Z,2025-11-24T07:58:48Z
28541,"Rolex Monte-Carlo Masters",1,1970-01-01T00:00:00Z,2025-11-24T07:58:01Z
29458,"Nigeria World Cup 2026",1,1970-01-01T00:00:00Z,2025-11-24T07:58:43Z
1862,"Real Valladolid CF",1,1970-01-01T00:00:00Z,2025-11-24T07:58:43Z
28571,"Bea For Kids Champions Challenge",1,2025-05-29T08:26:38Z,2025-11-24T07:58:01Z
28541,"Rolex Monte-Carlo Masters",1,1970-01-01T00:00:00Z,2025-11-24T07:58:01Z
28708,"Germany Womens National Soccer Team",1,1970-01-01T00:00:00Z,2025-11-24T07:58:53Z
29458,"Nigeria World Cup 2026",1,1970-01-01T00:00:00Z,2025-11-24T07:58:43Z
1862,"Real Valladolid CF",1,1970-01-01T00:00:00Z,2025-11-24T07:58:43Z
11978,"Wydad AC",1,1970-01-01T00:00:00Z,2025-11-24T07:58:54Z
28537,"Conor Benn",1,2025-02-27T18:38:39Z,2025-11-24T07:58:55Z
28571,"Bea For Kids Champions Challenge",1,2025-05-29T08:26:38Z,2025-11-24T07:58:01Z
675,"SV Darmstadt 98",1,1970-01-01T00:00:00Z,2025-11-24T07:58:56Z
12,"Serbia",1,2024-04-23T14:44:59Z,2025-11-24T07:58:43Z
29559,"UFC 296",1,2025-10-29T16:29:14Z,2025-11-24T07:58:58Z
28541,"Rolex Monte-Carlo Masters",1,1970-01-01T00:00:00Z,2025-11-24T07:58:01Z
29458,"Nigeria World Cup 2026",1,1970-01-01T00:00:00Z,2025-11-24T07:58:43Z
18673,"Middlesbrough FC",1,1970-01-01T00:00:00Z,2025-11-24T07:58:58Z
1862,"Real Valladolid CF",1,1970-01-01T00:00:00Z,2025-11-24T07:58:43Z
11311,"Cotton Bowl",1,1970-01-01T00:00:00Z,2025-11-24T07:59:00Z
28571,"Bea For Kids Champions Challenge",1,2025-05-29T08:26:38Z,2025-11-24T07:58:01Z
1994,"Party Animals",1,2024-12-02T19:48:44Z,2025-11-24T07:59:01Z
28527,"SK Rapid Vienna",1,2025-02-27T17:54:44Z,2025-11-24T07:59:01Z
12,"Serbia",1,2024-04-23T14:44:59Z,2025-11-24T07:58:43Z
29558,"UFC 295",1,2025-10-29T16:28:27Z,2025-11-24T07:58:43Z
1862,"Real Valladolid CF",1,1970-01-01T00:00:00Z,2025-11-24T07:58:43Z
11964,"Palmeiras",1,1970-01-01T00:00:00Z,2025-11-24T07:59:03Z
28683,"Acda en de Munnik",1,2025-06-06T10:24:26Z,2025-11-24T07:59:03Z
28571,"Bea For Kids Champions Challenge",1,2025-05-29T08:26:38Z,2025-11-24T07:58:01Z
12,"Serbia",1,2024-04-23T14:44:59Z,2025-11-24T07:58:43Z
554,"Paraguay World Cup 2026",1,1970-01-01T00:00:00Z,2025-11-24T07:59:07Z
29558,"UFC 295",1,2025-10-29T16:28:27Z,2025-11-24T07:58:43Z
28541,"Rolex Monte-Carlo Masters",1,1970-01-01T00:00:00Z,2025-11-24T07:58:01Z
29458,"Nigeria World Cup 2026",1,1970-01-01T00:00:00Z,2025-11-24T07:58:43Z
30864,"Vasco Da Gama",1,2025-11-13T09:05:18Z,2025-11-24T07:59:08Z
13702,"Kansas State Wildcats Football",1,2024-12-18T10:01:39Z,2025-11-24T07:59:08Z
1862,"Real Valladolid CF",1,1970-01-01T00:00:00Z,2025-11-24T07:58:43Z
205,"Costa Rica World Cup 2026",1,1970-01-01T00:00:00Z,2025-11-24T07:59:10Z
28571,"Bea For Kids Champions Challenge",1,2025-05-29T08:26:38Z,2025-11-24T07:58:01Z
30883,"BK Häcken",1,2025-11-13T14:38:32Z,2025-11-24T07:59:11Z
12,"Serbia",1,2024-04-23T14:44:59Z,2025-11-24T07:58:43Z
29558,"UFC 295",1,2025-10-29T16:28:27Z,2025-11-24T07:58:43Z
23005,"Formula 1: Brazil Grand Prix",1,1970-01-01T00:00:00Z,2025-11-24T07:59:12Z
28571,"Bea For Kids Champions Challenge",1,2025-05-29T08:26:38Z,2025-11-24T07:58:01Z
12,"Serbia",1,2024-04-23T14:44:59Z,2025-11-24T07:58:43Z
29558,"UFC 295",1,2025-10-29T16:28:27Z,2025-11-24T07:58:43Z
359,"Jamaica World Cup 2026",1,1970-01-01T00:00:00Z,2025-11-24T07:59:15Z
29375,"SC Heerenveen",1,2025-08-07T13:14:15Z,2025-11-24T07:59:15Z
28529,"NK Celje",1,2025-02-27T17:57:00Z,2025-11-24T07:58:43Z
29452,"Egypt World Cup 2026",1,1970-01-01T00:00:00Z,2025-11-24T07:59:17Z
17306,"Heracles Almelo",1,1970-01-01T00:00:00Z,2025-11-24T07:59:18Z
29558,"UFC 295",1,2025-10-29T16:28:27Z,2025-11-24T07:58:43Z
28707,"Norway Womens National Football Team",1,1970-01-01T00:00:00Z,2025-11-24T07:59:19Z
23008,"Vitória SC",1,1970-01-01T00:00:00Z,2025-11-24T07:59:21Z
28529,"NK Celje",1,2025-02-27T17:57:00Z,2025-11-24T07:58:43Z
29561,"UFC 297",1,2025-10-29T16:30:35Z,2025-11-24T07:59:24Z
29570,"Euro 2028",1,2025-10-29T17:58:10Z,2025-11-24T07:59:24Z
543,"Orlando City SC",1,1970-01-01T00:00:00Z,2025-11-24T07:58:42Z
28530,"Panathinaikos FC",1,1970-01-01T00:00:00Z,2025-11-24T07:59:25Z
28509,"Spanish Supercup Final",1,1970-01-01T00:00:00Z,2025-11-24T07:59:25Z
30858,"Gremio",1,2025-11-13T09:01:00Z,2025-11-24T07:59:26Z
28544,"PBR Team Series",1,1970-01-01T00:00:00Z,2025-11-24T07:59:26Z
28550,"Fiji Rugby",1,1970-01-01T00:00:00Z,2025-11-24T07:59:27Z
14,"Poland World Cup 2026",1,2024-04-23T14:45:38Z,2025-11-24T07:59:27Z
1857,"New Zealand National Rugby Team",1,2024-11-26T21:35:58Z,2025-11-24T07:59:27Z
29387,"Ferencváros TC",1,1970-01-01T00:00:00Z,2025-11-24T07:59:27Z
11981,"Al-Hilal",1,1970-01-01T00:00:00Z,2025-11-24T07:59:27Z
22803,"Sheffield United FC",1,1970-01-01T00:00:00Z,2025-11-24T07:59:27Z
29420,"Red Bull Home Ground",1,2025-09-23T13:06:10Z,2025-11-24T07:59:28Z
30856,"Corinthians",1,2025-11-13T08:59:25Z,2025-11-24T07:59:28Z
29379,"SC Telstar",1,2025-08-07T13:19:54Z,2025-11-24T07:59:29Z
29385,"Lech Poznań",1,2025-08-14T12:56:59Z,2025-11-24T07:59:29Z
13317,"Sugar Bowl",1,1970-01-01T00:00:00Z,2025-11-24T07:59:29Z
28717,"Champions League - Quarter Finals",1,1970-01-01T00:00:00Z,2025-11-24T07:59:30Z
13664,"College Football Playoff National Championship",1,1970-01-01T00:00:00Z,2025-11-24T07:59:30Z
13926,"Club World Cup 2025 - Quarter-finals",1,1970-01-01T00:00:00Z,2025-11-24T07:59:30Z
11971,"Espérance Sportive de Tunis",1,1970-01-01T00:00:00Z,2025-11-24T07:59:31Z
29455,"Cape Verde World Cup 2026",1,1970-01-01T00:00:00Z,2025-11-24T07:59:31Z
13928,"Club World Cup 2025 - Final",1,1970-01-01T00:00:00Z,2025-11-24T07:59:31Z
25,"Round of 16 Euro 2024",1,2024-04-25T13:57:36Z,2025-11-24T07:59:31Z
28529,"NK Celje",1,2025-02-27T17:57:00Z,2025-11-24T07:58:43Z
29457,"South Africa World Cup 2026",1,1970-01-01T00:00:00Z,2025-11-24T07:59:32Z
3457,"2025 Masters Golf Tournament",1,1970-01-01T00:00:00Z,2025-11-24T07:59:32Z
543,"Orlando City SC",1,1970-01-01T00:00:00Z,2025-11-24T07:58:42Z
5879,"Peach Bowl",1,1970-01-01T00:00:00Z,2025-11-24T07:59:56Z
23638,"Santos FC",1,2024-12-30T17:26:26Z,2025-11-24T07:59:56Z
28564,"NBA Finals",1,1970-01-01T00:00:00Z,2025-11-24T07:59:56Z
9,"Albania",1,2024-04-23T14:42:28Z,2025-11-24T07:59:58Z
11975,"Fluminense FC",1,1970-01-01T00:00:00Z,2025-11-24T07:59:59Z
28535,"FCSB",1,1970-01-01T00:00:00Z,2025-11-24T07:59:59Z
28554,"Tonga Rugby",1,1970-01-01T00:00:00Z,2025-11-24T08:01:55Z
29499,"Anthony Joshua",1,2025-10-29T15:19:45Z,2025-11-24T08:00:02Z
146,"Canelo Alvarez",1,1970-01-01T00:00:00Z,2025-11-24T08:00:03Z
29448,"Saudi Arabia",1,2025-10-08T12:21:02Z,2025-11-24T08:00:04Z
28603,"Nations League Semifinal",1,1970-01-01T00:00:00Z,2025-11-24T08:00:05Z
796,"Washington Mystics",1,2024-07-01T11:26:58Z,2025-11-24T08:00:07Z
28708,"Germany Womens National Soccer Team",1,1970-01-01T00:00:00Z,2025-11-24T07:58:53Z
11978,"Wydad AC",1,1970-01-01T00:00:00Z,2025-11-24T07:58:54Z
2,"France World Cup 2026",1,1970-01-01T00:00:00Z,2025-11-24T07:58:55Z
28537,"Conor Benn",1,2025-02-27T18:38:39Z,2025-11-24T07:58:55Z
30862,"Red Bull Bragantino",1,2025-11-13T09:03:14Z,2025-11-24T07:58:05Z
76,"Arizona Coyotes",1,2024-07-01T11:26:58Z,2025-11-24T07:58:07Z
15520,"PFC Ludogorets Razgrad",1,1970-01-01T00:00:00Z,2025-11-24T07:58:07Z
3,"Germany World Cup 2026",1,2024-04-23T14:10:15Z,2025-11-24T07:58:09Z
599,"Real Salt Lake",1,1970-01-01T00:00:00Z,2025-11-24T07:58:09Z
29819,"Winter Games 2026",1,2025-11-03T16:34:37Z,2025-11-24T07:57:58Z
205,"Costa Rica World Cup 2026",1,1970-01-01T00:00:00Z,2025-11-24T07:59:10Z
30883,"BK Häcken",1,2025-11-13T14:38:32Z,2025-11-24T07:59:11Z
30869,"Steve Collins",1,2025-11-13T14:28:02Z,2025-11-24T07:59:11Z
23005,"Formula 1: Brazil Grand Prix",1,1970-01-01T00:00:00Z,2025-11-24T07:59:12Z
120,"Bolivia World Cup 2026",1,1970-01-01T00:00:00Z,2025-11-24T07:59:13Z
29374,"PEC Zwolle",1,2025-08-07T13:13:10Z,2025-11-24T07:57:26Z
28523,"Molde FK",1,2025-02-27T17:47:27Z,2025-11-24T07:58:13Z
28534,"Fenerbahçe SK",1,1970-01-01T00:00:00Z,2025-11-24T07:57:42Z
11,"Denmark World Cup 2026",1,2024-04-23T14:44:37Z,2025-11-24T07:58:14Z
28511,"Champions League Semifinal",1,1970-01-01T00:00:00Z,2025-11-24T07:58:16Z
28708,"Germany Womens National Soccer Team",1,1970-01-01T00:00:00Z,2025-11-24T07:58:53Z
11978,"Wydad AC",1,1970-01-01T00:00:00Z,2025-11-24T07:58:54Z
2,"France World Cup 2026",1,1970-01-01T00:00:00Z,2025-11-24T07:58:55Z
28537,"Conor Benn",1,2025-02-27T18:38:39Z,2025-11-24T07:58:55Z
675,"SV Darmstadt 98",1,1970-01-01T00:00:00Z,2025-11-24T07:58:56Z
25234,"Watford FC",1,2024-12-30T17:34:23Z,2025-11-24T07:57:37Z
514,"New York Liberty",1,1970-01-01T00:00:00Z,2025-11-24T07:57:37Z
152,"CF Montreal",1,1970-01-01T00:00:00Z,2025-11-24T07:57:37Z
88,"Atlanta United FC",1,1970-01-01T00:00:00Z,2025-11-24T08:01:20Z
166,"Chicago Fire FC",1,1970-01-01T00:00:00Z,2025-11-24T08:01:20Z
289,"Formula 1: Canadian Grand Prix",1,1970-01-01T00:00:00Z,2025-11-24T08:01:20Z
640,"Seattle Sounders FC",1,1970-01-01T00:00:00Z,2025-11-24T08:01:20Z
13190,"Rochester Americans",1,1970-01-01T00:00:00Z,2025-11-24T07:57:37Z
31,"Cincinnati Open Tennis",1,1970-01-01T00:00:00Z,2025-11-24T07:57:37Z
28558,"Katie Taylor",1,2025-04-29T18:19:31Z,2025-11-24T07:57:37Z
7180,"Portland Sea Dogs",1,2024-12-02T23:44:21Z,2025-11-24T07:57:37Z
275,"FC Dallas",1,1970-01-01T00:00:00Z,2025-11-24T08:01:20Z
28676,"Andorra",1,2025-06-06T10:15:19Z,2025-11-24T08:00:12Z
28705,"Italy Womens National Football Team",1,1970-01-01T00:00:00Z,2025-11-24T08:00:12Z
13277,"Colorado Eagles",1,1970-01-01T00:00:00Z,2025-11-24T08:00:23Z
13476,"Cleveland Monsters",1,1970-01-01T00:00:00Z,2025-11-24T08:00:25Z
145,"Canada World Cup 2026",1,1970-01-01T00:00:00Z,2025-11-24T08:00:27Z
769,"UD Las Palmas",1,2024-07-01T11:26:58Z,2025-11-24T08:00:29Z
29573,"UTS - Tennis Like Never Before",1,2025-10-29T18:04:55Z,2025-11-24T08:00:29Z
401,"Las Vegas Aces",1,1970-01-01T00:00:00Z,2025-11-24T08:00:29Z
8064,"Coachella Valley Firebirds",1,1970-01-01T00:00:00Z,2025-11-24T08:00:29Z
15055,"Mutua Madrid Open",1,1970-01-01T00:00:00Z,2025-11-24T08:00:29Z
29456,"Ghana World Cup 2026",1,1970-01-01T00:00:00Z,2025-11-24T08:00:30Z
24,"Czech Republic",1,2024-04-23T14:49:17Z,2025-11-24T08:01:24Z
22,"Georgia",1,2024-04-23T14:48:40Z,2025-11-24T08:01:25Z
3,"Germany World Cup 2026",1,2024-04-23T14:10:15Z,2025-11-24T07:58:09Z
599,"Real Salt Lake",1,1970-01-01T00:00:00Z,2025-11-24T07:58:09Z
