"brand","categories","categoryPath","deliveryCosts","deliveryTime","description","id","imageURL","name","price","productURL","subcategories","descriptionLong","extraInfo","home_team_name","away_team_name","home_shirt_image_link","away_shirt_image_link","has_hotel_option","price_ticket_hotel","country","venue_city","venue_name","date_start","date_string_local_time","fan_info","hotel_mandatory"
"Grand Prix Netherlands","event tickets","event tickets > motorsports > formula 1 2026 > Grand Prix Netherlands","0.00","0","Ticket - All seats together - Category 'Gold' - Numbered Grandstand Seating - Giant Screen Views - Saturday and Sunday access Beachclub Party - Sunday 17.00 - 23.00 - Access to the Grand Prix Afterparty at Bernie's Beachclub - Dancefloor access - Open bar with free flow of beer, wine and soda - Canapés - DJ performances and live entertainment - Many more extras","0198ea60-cdd2-7d54-93be-03537116c348_1f608b9d-0592-42c2-93d8-082c54be50e2","https://media.p1travel.com/dutch-gp-tarzan-grandstand.jpg?tr=w-1024","Dutch GP 2026 - Ticket + Beachclub Hospitality 2026","950.00","https://www.p1travel.com/en/motorsports/formula-1/dutch-gp-2026-ticket-beachclub-hospitality-2026","motorsports","P1 Travel gives you the chance to visit your favorite sports or music event anywhere in the world. We assure you of the best experience possible, thanks to our official partnerships with the largest international football clubs, event venues and sporting tournaments. By offering a wide variety of official tickets and travel packages, we will bring you to the event of your dreams!","Ticket type: Hospitality ticket | Event country: Netherlands | Event city: Zandvoort | Venue: Grand Prix Zandvoort | Seating plan: Gold, Sat/Sun + Beachclub After Party, Sunday | Event date: Thursday 20 August 2026 | Event time: 03:00 PM | Optional hotel: yes","","","","","yes","1011.00","Netherlands","Zandvoort","Grand Prix Zandvoort","2026-08-20","03:00 PM","","no"
"Grand Prix Netherlands","event tickets","event tickets > motorsports > formula 1 2026 > Grand Prix Netherlands","0.00","0","Ticket - All seats together - Category 'Gold' - Nominative e-tickets - Numbered Grandstand Seating - Giant Screen Views - Friday, Saturday and Sunday access Beachclub Party - Saturday 17.00 - 23.00 - Access to the Grand Pre-Party at Bernie's Beachclub - Open bar with free flow of beer, wine and soda - Luxury dinner - Live entertainment - Many more extras","0198ea60-cdd2-7d54-93be-03537116c348_3874b52d-beb9-4c6a-a83f-c27c5badffa1","https://media.p1travel.com/dutch-gp-tarzan-grandstand.jpg?tr=w-1024","Dutch GP 2026 - Ticket + Beachclub Hospitality 2026","1200.00","https://www.p1travel.com/en/motorsports/formula-1/dutch-gp-2026-ticket-beachclub-hospitality-2026","motorsports","P1 Travel gives you the chance to visit your favorite sports or music event anywhere in the world. We assure you of the best experience possible, thanks to our official partnerships with the largest international football clubs, event venues and sporting tournaments. By offering a wide variety of official tickets and travel packages, we will bring you to the event of your dreams!","Ticket type: Hospitality ticket | Event country: Netherlands | Event city: Zandvoort | Venue: Grand Prix Zandvoort | Seating plan: Gold, 3-day + Beachclub After Party, Saturday | Event date: Thursday 20 August 2026 | Event time: 03:00 PM | Optional hotel: yes","","","","","yes","1261.00","Netherlands","Zandvoort","Grand Prix Zandvoort","2026-08-20","03:00 PM","","no"
"Grand Prix Netherlands","event tickets","event tickets > motorsports > formula 1 2026 > Grand Prix Netherlands","0.00","0","","0198ea60-cdd2-7d54-93be-03537116c348_5d2f0982-0945-4eef-a42b-0ba15954ccb4","https://media.p1travel.com/dutch-gp-tarzan-grandstand.jpg?tr=w-1024","Dutch GP 2026 - Ticket + Beachclub Hospitality 2026","1050.00","https://www.p1travel.com/en/motorsports/formula-1/dutch-gp-2026-ticket-beachclub-hospitality-2026","motorsports","P1 Travel gives you the chance to visit your favorite sports or music event anywhere in the world. We assure you of the best experience possible, thanks to our official partnerships with the largest international football clubs, event venues and sporting tournaments. By offering a wide variety of official tickets and travel packages, we will bring you to the event of your dreams!","Ticket type: Hospitality ticket | Event country: Netherlands | Event city: Zandvoort | Venue: Grand Prix Zandvoort | Seating plan: Gold, 3-day + Beachclub After Party, Sunday | Event date: Thursday 20 August 2026 | Event time: 03:00 PM | Optional hotel: yes","","","","","yes","1111.00","Netherlands","Zandvoort","Grand Prix Zandvoort","2026-08-20","03:00 PM","","no"
"Grand Prix Netherlands","event tickets","event tickets > motorsports > formula 1 2026 > Grand Prix Netherlands","0.00","0","Ticket - All seats together - Category 'Gold' - Nominative e-tickets - Numbered Grandstand Seating - Giant Screen Views - Saturday and Sunday access Beachclub Party - Saturday 17.00 - 23.00 - Access to the Grand Pre-Party at Bernie's Beachclub - Open bar with free flow of beer, wine and soda - Luxury dinner - Live entertainment - Many more extras","0198ea60-cdd2-7d54-93be-03537116c348_e6ea223f-cc56-4fb1-912c-2f827d1d1fee","https://media.p1travel.com/dutch-gp-tarzan-grandstand.jpg?tr=w-1024","Dutch GP 2026 - Ticket + Beachclub Hospitality 2026","1000.00","https://www.p1travel.com/en/motorsports/formula-1/dutch-gp-2026-ticket-beachclub-hospitality-2026","motorsports","P1 Travel gives you the chance to visit your favorite sports or music event anywhere in the world. We assure you of the best experience possible, thanks to our official partnerships with the largest international football clubs, event venues and sporting tournaments. By offering a wide variety of official tickets and travel packages, we will bring you to the event of your dreams!","Ticket type: Hospitality ticket | Event country: Netherlands | Event city: Zandvoort | Venue: Grand Prix Zandvoort | Seating plan: Gold, Sat/Sun + Beachclub After Party, Saturday | Event date: Thursday 20 August 2026 | Event time: 03:00 PM | Optional hotel: yes","","","","","yes","1061.00","Netherlands","Zandvoort","Grand Prix Zandvoort","2026-08-20","03:00 PM","","no"
"Inter Milan","event tickets","event tickets > football > champions league 2025-2026 > Inter Milan","0.00","0","-Up to 2 seats together -Official personalized e-tickets -Complimentary Uber voucher per order","0198f18f-3705-7d66-9aba-d618dd6b2661_3cfbf05a-3e2d-4710-a892-55f3f2238324","https://cms.p1travel.com/app/uploads/2022/05/Inter-Outside.jpg","FC Internazionale Milano vs Liverpool","325.00","https://www.p1travel.com/en/football/champions-league/fc-internazionale-milano-vs-liverpool","football","P1 Travel gives you the chance to visit your favorite sports or music event anywhere in the world. We assure you of the best experience possible, thanks to our official partnerships with the largest international football clubs, event venues and sporting tournaments. By offering a wide variety of official tickets and travel packages, we will bring you to the event of your dreams!","Ticket type: Single ticket | Event country: Italy | Event city: Milan | Venue: Giuseppe Meazza | Seating plan: Longside Middle - Up to 2 together | Event date: Tuesday 9 December 2025 | Event time: 09:00 PM | Optional hotel: yes","Inter Milan","Liverpool","https://media.p1travel.com/Inter%2025-26.svg?tr=w-1024","https://media.p1travel.com/Liverpool%2025-26.svg?tr=w-1024","yes","387.00","Italy","Milan","Giuseppe Meazza","2025-12-09","09:00 PM","Inter Milan fans only","no"
"Inter Milan","event tickets","event tickets > football > champions league 2025-2026 > Inter Milan","0.00","0","-Up to 2 seats together -Official personalized e-tickets -Complimentary Uber voucher per order","0198f18f-3705-7d66-9aba-d618dd6b2661_44998bca-1a9c-4ff1-bd19-a2d45463bc72","https://cms.p1travel.com/app/uploads/2022/05/Inter-Outside.jpg","FC Internazionale Milano vs Liverpool","199.00","https://www.p1travel.com/en/football/champions-league/fc-internazionale-milano-vs-liverpool","football","P1 Travel gives you the chance to visit your favorite sports or music event anywhere in the world. We assure you of the best experience possible, thanks to our official partnerships with the largest international football clubs, event venues and sporting tournaments. By offering a wide variety of official tickets and travel packages, we will bring you to the event of your dreams!","Ticket type: Single ticket | Event country: Italy | Event city: Milan | Venue: Giuseppe Meazza | Seating plan: Longside Upper - Up to 2 together | Event date: Tuesday 9 December 2025 | Event time: 09:00 PM | Optional hotel: yes","Inter Milan","Liverpool","https://media.p1travel.com/Inter%2025-26.svg?tr=w-1024","https://media.p1travel.com/Liverpool%2025-26.svg?tr=w-1024","yes","261.00","Italy","Milan","Giuseppe Meazza","2025-12-09","09:00 PM","Inter Milan fans only","no"
"Inter Milan","event tickets","event tickets > football > champions league 2025-2026 > Inter Milan","0.00","0","-Up to 2 seats together -Official personalized e-tickets -Complimentary Uber voucher per order","0198f190-6b80-78bd-adbf-2a84fcdb75b6_3cfbf05a-3e2d-4710-a892-55f3f2238324","https://cms.p1travel.com/app/uploads/2022/05/Inter-Outside.jpg","FC Internazionale Milano vs Arsenal","349.00","https://www.p1travel.com/en/football/champions-league/fc-internazionale-milano-vs-arsenal","football","P1 Travel gives you the chance to visit your favorite sports or music event anywhere in the world. We assure you of the best experience possible, thanks to our official partnerships with the largest international football clubs, event venues and sporting tournaments. By offering a wide variety of official tickets and travel packages, we will bring you to the event of your dreams!","Ticket type: Single ticket | Event country: Italy | Event city: Milan | Venue: Giuseppe Meazza | Seating plan: Longside Middle - Up to 2 together | Event date: Tuesday 20 January 2026 | Event time: 09:00 PM | Optional hotel: yes","Inter Milan","Arsenal","https://media.p1travel.com/Inter%2025-26.svg?tr=w-1024","https://media.p1travel.com/Arsenal%2025-26.svg?tr=w-1024","yes","419.00","Italy","Milan","Giuseppe Meazza","2026-01-20","09:00 PM","Inter Milan fans only","no"
"Inter Milan","event tickets","event tickets > football > champions league 2025-2026 > Inter Milan","0.00","0","-Up to 2 seats together -Official personalized e-tickets -Complimentary Uber voucher per order","0198f190-6b80-78bd-adbf-2a84fcdb75b6_44998bca-1a9c-4ff1-bd19-a2d45463bc72","https://cms.p1travel.com/app/uploads/2022/05/Inter-Outside.jpg","FC Internazionale Milano vs Arsenal","225.00","https://www.p1travel.com/en/football/champions-league/fc-internazionale-milano-vs-arsenal","football","P1 Travel gives you the chance to visit your favorite sports or music event anywhere in the world. We assure you of the best experience possible, thanks to our official partnerships with the largest international football clubs, event venues and sporting tournaments. By offering a wide variety of official tickets and travel packages, we will bring you to the event of your dreams!","Ticket type: Single ticket | Event country: Italy | Event city: Milan | Venue: Giuseppe Meazza | Seating plan: Longside Upper - Up to 2 together | Event date: Tuesday 20 January 2026 | Event time: 09:00 PM | Optional hotel: yes","Inter Milan","Arsenal","https://media.p1travel.com/Inter%2025-26.svg?tr=w-1024","https://media.p1travel.com/Arsenal%2025-26.svg?tr=w-1024","yes","295.00","Italy","Milan","Giuseppe Meazza","2026-01-20","09:00 PM","Inter Milan fans only","no"
"Inter Milan","event tickets","event tickets > football > champions league 2025-2026 > Inter Milan","0.00","0","- All seats together - Official personalized e-tickets - VIP Seats in block 168/170 - Comfortable seats with integrated monitor - Access to the Black&Blue Lounge - Pre-match, Half-time Light Catering - Buffet-style dinner - Drinks included","0198f190-6b80-78bd-adbf-2a84fcdb75b6_dc4906d5-a254-4262-8369-f77f313ef257","https://cms.p1travel.com/app/uploads/2022/05/Inter-Outside.jpg","FC Internazionale Milano vs Arsenal","675.00","https://www.p1travel.com/en/football/champions-league/fc-internazionale-milano-vs-arsenal","football","P1 Travel gives you the chance to visit your favorite sports or music event anywhere in the world. We assure you of the best experience possible, thanks to our official partnerships with the largest international football clubs, event venues and sporting tournaments. By offering a wide variety of official tickets and travel packages, we will bring you to the event of your dreams!","Ticket type: Hospitality ticket | Event country: Italy | Event city: Milan | Venue: Giuseppe Meazza | Seating plan: Orange Sky Lounge | Event date: Tuesday 20 January 2026 | Event time: 09:00 PM | Optional hotel: yes","Inter Milan","Arsenal","https://media.p1travel.com/Inter%2025-26.svg?tr=w-1024","https://media.p1travel.com/Arsenal%2025-26.svg?tr=w-1024","yes","745.00","Italy","Milan","Giuseppe Meazza","2026-01-20","09:00 PM","Inter Milan fans only","no"
"Inter Milan","event tickets","event tickets > football > champions league 2025-2026 > Inter Milan","0.00","0","-Up to 2 seats together -Official personalized e-tickets -Complimentary Uber voucher per order","0198f190-6b80-78bd-adbf-2a84fcdb75b6_f138defe-9829-4234-8b95-4fcdd0848bee","https://cms.p1travel.com/app/uploads/2022/05/Inter-Outside.jpg","FC Internazionale Milano vs Arsenal","199.00","https://www.p1travel.com/en/football/champions-league/fc-internazionale-milano-vs-arsenal","football","P1 Travel gives you the chance to visit your favorite sports or music event anywhere in the world. We assure you of the best experience possible, thanks to our official partnerships with the largest international football clubs, event venues and sporting tournaments. By offering a wide variety of official tickets and travel packages, we will bring you to the event of your dreams!","Ticket type: Single ticket | Event country: Italy | Event city: Milan | Venue: Giuseppe Meazza | Seating plan: Shortside Upper - Up to 2 together | Event date: Tuesday 20 January 2026 | Event time: 09:00 PM | Optional hotel: yes","Inter Milan","Arsenal","https://media.p1travel.com/Inter%2025-26.svg?tr=w-1024","https://media.p1travel.com/Arsenal%2025-26.svg?tr=w-1024","yes","269.00","Italy","Milan","Giuseppe Meazza","2026-01-20","09:00 PM","Inter Milan fans only","no"
"Paris Saint Germain","event tickets","event tickets > football > champions league 2025-2026 > Paris Saint Germain","0.00","0","- Up to 2 seats together - Official e-tickets of Paris Saint Germain - Seating on the longside upper section - Uber Voucher included","0198f194-84f7-712b-b363-6c3cfeacc14c_148f349f-1e26-4a89-8e20-a988302809be","https://cms.p1travel.com/app/uploads/2022/08/PSG-24-25.jpg","Paris Saint Germain vs Tottenham Hotspur","280.00","https://www.p1travel.com/en/football/champions-league/paris-saint-germain-vs-tottenham-hotspur","football","P1 Travel gives you the chance to visit your favorite sports or music event anywhere in the world. We assure you of the best experience possible, thanks to our official partnerships with the largest international football clubs, event venues and sporting tournaments. By offering a wide variety of official tickets and travel packages, we will bring you to the event of your dreams!","Ticket type: Single ticket | Event country: France | Event city: Paris | Venue: Parc des Princes | Seating plan: Longside Upper - Up to 2 together | Event date: Wednesday 26 November 2025 | Event time: 09:00 PM | Optional hotel: yes","Paris Saint Germain","Tottenham Hotspur","https://media.p1travel.com/PSG%2025-26.svg?tr=w-1024","https://media.p1travel.com/Tottenham%20Hotspur%2025-26.svg?tr=w-1024","yes","372.00","France","Paris","Parc des Princes","2025-11-26","09:00 PM","Paris Saint Germain fans only","no"
"Paris Saint Germain","event tickets","event tickets > football > champions league 2025-2026 > Paris Saint Germain","0.00","0","- Up to 2 seats together - Official e-tickets of Paris Saint Germain - Seating on the longside middle/lower section - Uber voucher included","0198f194-84f7-712b-b363-6c3cfeacc14c_61e449eb-6a6c-4925-b304-e0bfa9d00042","https://cms.p1travel.com/app/uploads/2022/08/PSG-24-25.jpg","Paris Saint Germain vs Tottenham Hotspur","425.00","https://www.p1travel.com/en/football/champions-league/paris-saint-germain-vs-tottenham-hotspur","football","P1 Travel gives you the chance to visit your favorite sports or music event anywhere in the world. We assure you of the best experience possible, thanks to our official partnerships with the largest international football clubs, event venues and sporting tournaments. By offering a wide variety of official tickets and travel packages, we will bring you to the event of your dreams!","Ticket type: Single ticket | Event country: France | Event city: Paris | Venue: Parc des Princes | Seating plan: Longside Middle/Lower - Up to 2 together | Event date: Wednesday 26 November 2025 | Event time: 09:00 PM | Optional hotel: yes","Paris Saint Germain","Tottenham Hotspur","https://media.p1travel.com/PSG%2025-26.svg?tr=w-1024","https://media.p1travel.com/Tottenham%20Hotspur%2025-26.svg?tr=w-1024","yes","517.00","France","Paris","Parc des Princes","2025-11-26","09:00 PM","Paris Saint Germain fans only","no"
"Paris Saint Germain","event tickets","event tickets > football > champions league 2025-2026 > Paris Saint Germain","0.00","0","- All seats together - Official e-tickets of Paris Saint Germain - Seating on the longside upper section in Block 404 - Official Uber voucher (1 per order) - Official tourist discount voucher","0198f194-84f7-712b-b363-6c3cfeacc14c_c08bf553-694e-44f5-87ee-3cf65ae911df","https://cms.p1travel.com/app/uploads/2022/08/PSG-24-25.jpg","Paris Saint Germain vs Tottenham Hotspur","320.00","https://www.p1travel.com/en/football/champions-league/paris-saint-germain-vs-tottenham-hotspur","football","P1 Travel gives you the chance to visit your favorite sports or music event anywhere in the world. We assure you of the best experience possible, thanks to our official partnerships with the largest international football clubs, event venues and sporting tournaments. By offering a wide variety of official tickets and travel packages, we will bring you to the event of your dreams!","Ticket type: Single ticket | Event country: France | Event city: Paris | Venue: Parc des Princes | Seating plan: Longside Upper - Block 404 | Event date: Wednesday 26 November 2025 | Event time: 09:00 PM | Optional hotel: yes","Paris Saint Germain","Tottenham Hotspur","https://media.p1travel.com/PSG%2025-26.svg?tr=w-1024","https://media.p1travel.com/Tottenham%20Hotspur%2025-26.svg?tr=w-1024","yes","412.00","France","Paris","Parc des Princes","2025-11-26","09:00 PM","Paris Saint Germain fans only","no"
"Paris Saint Germain","event tickets","event tickets > football > champions league 2025-2026 > Paris Saint Germain","0.00","0","- Up to 2 seats together - Official e-tickets of Paris Saint Germain - Seating on the longside upper section - Uber Voucher included","0198f194-cae4-71e7-9a44-94a8c383608f_148f349f-1e26-4a89-8e20-a988302809be","https://cms.p1travel.com/app/uploads/2022/08/PSG-24-25.jpg","Paris Saint Germain vs Newcastle United","280.00","https://www.p1travel.com/en/football/champions-league/paris-saint-germain-vs-newcastle-united","football","P1 Travel gives you the chance to visit your favorite sports or music event anywhere in the world. We assure you of the best experience possible, thanks to our official partnerships with the largest international football clubs, event venues and sporting tournaments. By offering a wide variety of official tickets and travel packages, we will bring you to the event of your dreams!","Ticket type: Single ticket | Event country: France | Event city: Paris | Venue: Parc des Princes | Seating plan: Longside Upper - Up to 2 together | Event date: Wednesday 28 January 2026 | Event time: 09:00 PM | Optional hotel: yes","Paris Saint Germain","Newcastle United","https://media.p1travel.com/PSG%2025-26.svg?tr=w-1024","https://media.p1travel.com/Newcastle%2025-26.svg?tr=w-1024","yes","338.00","France","Paris","Parc des Princes","2026-01-28","09:00 PM","Paris Saint Germain fans only","no"
"Paris Saint Germain","event tickets","event tickets > football > champions league 2025-2026 > Paris Saint Germain","0.00","0","- Up to 2 seats together - Official e-tickets of Paris Saint Germain - Seating on the longside middle/lower section - Uber voucher included","0198f194-cae4-71e7-9a44-94a8c383608f_61e449eb-6a6c-4925-b304-e0bfa9d00042","https://cms.p1travel.com/app/uploads/2022/08/PSG-24-25.jpg","Paris Saint Germain vs Newcastle United","350.00","https://www.p1travel.com/en/football/champions-league/paris-saint-germain-vs-newcastle-united","football","P1 Travel gives you the chance to visit your favorite sports or music event anywhere in the world. We assure you of the best experience possible, thanks to our official partnerships with the largest international football clubs, event venues and sporting tournaments. By offering a wide variety of official tickets and travel packages, we will bring you to the event of your dreams!","Ticket type: Single ticket | Event country: France | Event city: Paris | Venue: Parc des Princes | Seating plan: Longside Middle/Lower - Up to 2 together | Event date: Wednesday 28 January 2026 | Event time: 09:00 PM | Optional hotel: yes","Paris Saint Germain","Newcastle United","https://media.p1travel.com/PSG%2025-26.svg?tr=w-1024","https://media.p1travel.com/Newcastle%2025-26.svg?tr=w-1024","yes","408.00","France","Paris","Parc des Princes","2026-01-28","09:00 PM","Paris Saint Germain fans only","no"
"Paris Saint Germain","event tickets","event tickets > football > champions league 2025-2026 > Paris Saint Germain","0.00","0","- Up to 2 seats together - Official e-tickets of Paris Saint Germain - Seating on the longside middle/lower section in Block 306 - Official Uber voucher (1 per order) - Official tourist discount voucher","0198f194-cae4-71e7-9a44-94a8c383608f_9a69916d-5084-4834-a668-a123db5a4096","https://cms.p1travel.com/app/uploads/2022/08/PSG-24-25.jpg","Paris Saint Germain vs Newcastle United","380.00","https://www.p1travel.com/en/football/champions-league/paris-saint-germain-vs-newcastle-united","football","P1 Travel gives you the chance to visit your favorite sports or music event anywhere in the world. We assure you of the best experience possible, thanks to our official partnerships with the largest international football clubs, event venues and sporting tournaments. By offering a wide variety of official tickets and travel packages, we will bring you to the event of your dreams!","Ticket type: Single ticket | Event country: France | Event city: Paris | Venue: Parc des Princes | Seating plan: Longside Middle/Lower - Block 306 | Event date: Wednesday 28 January 2026 | Event time: 09:00 PM | Optional hotel: yes","Paris Saint Germain","Newcastle United","https://media.p1travel.com/PSG%2025-26.svg?tr=w-1024","https://media.p1travel.com/Newcastle%2025-26.svg?tr=w-1024","yes","438.00","France","Paris","Parc des Princes","2026-01-28","09:00 PM","Paris Saint Germain fans only","no"
"Paris Saint Germain","event tickets","event tickets > football > champions league 2025-2026 > Paris Saint Germain","0.00","0","- All seats together - Official e-tickets of Paris Saint Germain - Seating on the longside upper section in Block 404 - Official Uber voucher (1 per order) - Official tourist discount voucher","0198f194-cae4-71e7-9a44-94a8c383608f_c08bf553-694e-44f5-87ee-3cf65ae911df","https://cms.p1travel.com/app/uploads/2022/08/PSG-24-25.jpg","Paris Saint Germain vs Newcastle United","300.00","https://www.p1travel.com/en/football/champions-league/paris-saint-germain-vs-newcastle-united","football","P1 Travel gives you the chance to visit your favorite sports or music event anywhere in the world. We assure you of the best experience possible, thanks to our official partnerships with the largest international football clubs, event venues and sporting tournaments. By offering a wide variety of official tickets and travel packages, we will bring you to the event of your dreams!","Ticket type: Single ticket | Event country: France | Event city: Paris | Venue: Parc des Princes | Seating plan: Longside Upper - Block 404 | Event date: Wednesday 28 January 2026 | Event time: 09:00 PM | Optional hotel: yes","Paris Saint Germain","Newcastle United","https://media.p1travel.com/PSG%2025-26.svg?tr=w-1024","https://media.p1travel.com/Newcastle%2025-26.svg?tr=w-1024","yes","358.00","France","Paris","Parc des Princes","2026-01-28","09:00 PM","Paris Saint Germain fans only","no"
"Paris Saint Germain","event tickets","event tickets > football > champions league 2025-2026 > Paris Saint Germain","0.00","0","-All Seats together -Official hospitality package -Longside Lower Seats 108 -VIP Lounge access after the match -Cocktail dinner in the Trophy Lounge -Drinks included -Dedicated VIP entrance -Official Uber voucher (1 per order) -Official tourist discount voucher","0198f194-cae4-71e7-9a44-94a8c383608f_e1fd7f1f-e2b0-40df-8f3e-3d59efc852b9","https://cms.p1travel.com/app/uploads/2022/08/PSG-24-25.jpg","Paris Saint Germain vs Newcastle United","800.00","https://www.p1travel.com/en/football/champions-league/paris-saint-germain-vs-newcastle-united","football","P1 Travel gives you the chance to visit your favorite sports or music event anywhere in the world. We assure you of the best experience possible, thanks to our official partnerships with the largest international football clubs, event venues and sporting tournaments. By offering a wide variety of official tickets and travel packages, we will bring you to the event of your dreams!","Ticket type: Hospitality ticket | Event country: France | Event city: Paris | Venue: Parc des Princes | Seating plan: VIP Espace des Trophées - Block 108 | Event date: Wednesday 28 January 2026 | Event time: 09:00 PM | Optional hotel: yes","Paris Saint Germain","Newcastle United","https://media.p1travel.com/PSG%2025-26.svg?tr=w-1024","https://media.p1travel.com/Newcastle%2025-26.svg?tr=w-1024","yes","858.00","France","Paris","Parc des Princes","2026-01-28","09:00 PM","Paris Saint Germain fans only","no"
"Real Madrid","event tickets","event tickets > football > champions league 2025-2026 > Real Madrid","0.00","0","- All seats together - Official e-tickets of Real Madrid - Seats in block 127 with Panoramic view of Santiago Bernabeu stadium - Seats between rows 13 and 15 - Access to the NH Building from 2 hours before kick-off - Hospitality area located 500m next to the stadium - All drinks are included (beers, wines, sodas) - Food in tapas style/food stations included in the lounge - P1 Travel is an official authorized hospitality agent of Real Madrid","0198f196-e2f1-7f74-983b-be3991eb11de_b53509fd-e849-4ecf-8a38-de0ae72db81a","https://cms.p1travel.com/app/uploads/2022/05/Real-Madrid-team-2425-scaled.jpg","Real Madrid vs AS Monaco","600.00","https://www.p1travel.com/en/football/champions-league/real-madrid-vs-as-monaco","football","P1 Travel gives you the chance to visit your favorite sports or music event anywhere in the world. We assure you of the best experience possible, thanks to our official partnerships with the largest international football clubs, event venues and sporting tournaments. By offering a wide variety of official tickets and travel packages, we will bring you to the event of your dreams!","Ticket type: Hospitality ticket | Event country: Spain | Event city: Madrid | Venue: Estadio Santiago Bernabéu | Seating plan: NH Eurobuilding Hospitality - Block 127 | Event date: Tuesday 20 January 2026 | Event time: 09:00 PM | Optional hotel: yes","Real Madrid","AS Monaco","https://media.p1travel.com/Real%20Madrid%2025-26.svg?tr=w-1024","https://media.p1travel.com/monaco.svg?tr=w-1024","yes","724.00","Spain","Madrid","Estadio Santiago Bernabéu","2026-01-20","09:00 PM","Real Madrid fans only","no"
"Real Madrid","event tickets","event tickets > football > champions league 2025-2026 > Real Madrid","0.00","0","- All seats together - Official e-tickets of Real Madrid - Seats in first rows of Block 638 with Panoramic view of Santiago Bernabeu stadium - Access to the Espacio La Salle Hospitality area from 2 hours before kick-off - Hospitality area located 100m next to the stadium - All drinks are included (beers, wines, sodas) - Food in tapas style/food stations included in the lounge - P1 Travel is an official authorized hospitality agent of Real Madrid","0198f196-e2f1-7f74-983b-be3991eb11de_d73c05e5-6694-4f0c-9934-5ef26ff4d2a0","https://cms.p1travel.com/app/uploads/2022/05/Real-Madrid-team-2425-scaled.jpg","Real Madrid vs AS Monaco","500.00","https://www.p1travel.com/en/football/champions-league/real-madrid-vs-as-monaco","football","P1 Travel gives you the chance to visit your favorite sports or music event anywhere in the world. We assure you of the best experience possible, thanks to our official partnerships with the largest international football clubs, event venues and sporting tournaments. By offering a wide variety of official tickets and travel packages, we will bring you to the event of your dreams!","Ticket type: Hospitality ticket | Event country: Spain | Event city: Madrid | Venue: Estadio Santiago Bernabéu | Seating plan: Matchday Premium Package Longside - Block 638 | Event date: Tuesday 20 January 2026 | Event time: 09:00 PM | Optional hotel: yes","Real Madrid","AS Monaco","https://media.p1travel.com/Real%20Madrid%2025-26.svg?tr=w-1024","https://media.p1travel.com/monaco.svg?tr=w-1024","yes","624.00","Spain","Madrid","Estadio Santiago Bernabéu","2026-01-20","09:00 PM","Real Madrid fans only","no"
"Manchester City","event tickets","event tickets > football > champions league 2025-2026 > Manchester City","0.00","0","-Block range: 022 -All seats together -Mobile tickets, safe delivery -Official long-side lower seating -Close to the pitch, great view -Three-course dining in The Vermillion restaurant -Welcome drink on arrival -Official matchday program -The Vermilion is close to Etihad Stadium (8 minutes walk) -European Matches: No sales to away fans","0198f19a-c1ec-7373-a19d-f22a66a44f9e_29dcfaf6-a451-4f0e-a58d-2d8d7d4758a6","https://cms.p1travel.com/app/uploads/2024/06/Man-City-Vermillion.jpg","Manchester City vs Bayer 04 Leverkusen","139.00","https://www.p1travel.com/en/football/champions-league/manchester-city-vs-bayer-04-leverkusen","football","P1 Travel gives you the chance to visit your favorite sports or music event anywhere in the world. We assure you of the best experience possible, thanks to our official partnerships with the largest international football clubs, event venues and sporting tournaments. By offering a wide variety of official tickets and travel packages, we will bring you to the event of your dreams!","Ticket type: Hospitality ticket | Event country: United Kingdom | Event city: Manchester | Venue: Etihad Stadium | Seating plan: Vermillion Hospitality Package - Lower Tier | Event date: Tuesday 25 November 2025 | Event time: 08:00 PM | Optional hotel: yes","Manchester City","Bayer 04 Leverkusen","https://media.p1travel.com/Manchester%20CIty%2025-26.svg?tr=w-1024","https://media.p1travel.com/Bayer%20Leverkusen%2025-26.svg?tr=w-1024","yes","201.00","United Kingdom","Manchester","Etihad Stadium","2025-11-25","08:00 PM","Manchester City fans only","no"
"Manchester City","event tickets","event tickets > football > champions league 2025-2026 > Manchester City","0.00","0","-Block range: 303-304 / 307-308 -Seating in pairs or triples guaranteed -Mobile tickets, safe delivery -Official premium upper-tier seat -Perfect overview of the pitch -Three-course dining in The Vermillion restaurant -Welcome drink on arrival -Official matchday program -The Vermilion is close to Etihad Stadium (8 minutes walk)","0198f19a-c1ec-7373-a19d-f22a66a44f9e_31d4da89-7423-497b-827b-543215d78b22","https://cms.p1travel.com/app/uploads/2024/06/Man-City-Vermillion.jpg","Manchester City vs Bayer 04 Leverkusen","119.00","https://www.p1travel.com/en/football/champions-league/manchester-city-vs-bayer-04-leverkusen","football","P1 Travel gives you the chance to visit your favorite sports or music event anywhere in the world. We assure you of the best experience possible, thanks to our official partnerships with the largest international football clubs, event venues and sporting tournaments. By offering a wide variety of official tickets and travel packages, we will bring you to the event of your dreams!","Ticket type: Hospitality ticket | Event country: United Kingdom | Event city: Manchester | Venue: Etihad Stadium | Seating plan: Vermillion Hospitality Package - Upper Tier | Event date: Tuesday 25 November 2025 | Event time: 08:00 PM | Optional hotel: yes","Manchester City","Bayer 04 Leverkusen","https://media.p1travel.com/Manchester%20CIty%2025-26.svg?tr=w-1024","https://media.p1travel.com/Bayer%20Leverkusen%2025-26.svg?tr=w-1024","yes","181.00","United Kingdom","Manchester","Etihad Stadium","2025-11-25","08:00 PM","Manchester City fans only","no"
